model,alg,rabinpairorder,workers,buchi,ltl,errmsg,time,date,sccs,ustates,utrans,tstates,ttrans,selfloop,claimdead,claimfound,claimsuccess,cumstack,autsize,rabinpairs,ftrans,formula,hoa

at.5_000,favoid,-1,16,ltl3tela,10,OK,0.000,2018-05-04.22:32:03,0,1,6,16,112,16,0,0,16,16,2,1,0,-1,-1
at.5_000,ufscc,-1,16,tgba,1,OK,0.010,2018-05-04.22:32:05,0,1,6,16,112,16,0,0,16,16,2,1,-1,-1,-1
at.5_000,favoid,-1,16,rabinizer3,10,OK,0.000,2018-05-04.22:32:06,0,1,6,16,112,16,0,0,16,16,3,1,0,-1,-1
at.5_001,favoid,-1,16,ltl3tela,-1,OK,16.580,2018-05-04.22:32:25,2,31999441,129424256,39567530,159834978,1870,5,105326248,34360175,4054211,4,1,0,-1,-1
at.5_001,ufscc,-1,16,tgba,-1,OK,19.010,2018-05-04.22:32:47,2,31999441,129424256,45435202,184081214,2872,5,110047800,35356867,4146815,4,1,-1,-1,-1
at.5_002,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-04.22:39:49,0,7,42,32,208,13,0,0,32,32,8,1,0,-1,-1
at.5_002,ufscc,-1,16,tgba,2,OK,0.010,2018-05-04.22:39:51,0,5,30,26,172,10,0,0,26,26,5,1,-1,-1,-1
at.5_003,favoid,-1,16,ltl3tela,-1,OK,2.720,2018-05-04.22:39:57,1248549,3604771,12353583,4071247,14109288,1426,3362938,5895290,3787662,194033,4,1,0,-1,-1
at.5_003,ufscc,-1,16,tgba,-1,OK,1.730,2018-05-04.22:40:01,1248549,3604771,12353577,3742590,12883430,1391,3313121,5627596,3650148,173543,5,1,-1,-1,-1
at.5_003,favoid,-1,16,ltl3dra,-1,OK,111.440,2018-05-04.22:41:54,35604211,35604211,139087780,101064675,101064675,0,0,0,101064675,16,6,1,35604210,-1,-1
at.5_003,favoid,-1,16,rabinizer3,-1,OK,111.030,2018-05-04.22:43:47,35604211,35604211,139087780,103135276,103135276,0,0,0,103135276,16,6,1,35604210,-1,-1
at.5_004,ufscc,-1,16,finless,3,OK,0.020,2018-05-04.22:43:50,0,25,168,57,376,29,0,0,57,57,6,2,-1,-1,-1
at.5_004,ufscc,-1,16,tgba,3,OK,0.040,2018-05-04.22:43:56,0,28,166,56,350,24,0,0,56,56,5,1,-1,-1,-1
at.5_005,favoid,-1,16,ltl3tela,-1,OK,73.940,2018-05-04.22:45:16,31999440,31999440,250462360,86517258,86517258,0,0,0,86517258,16,1,1,31999440,-1,-1
at.5_005,ufscc,-1,16,tgba,-1,OK,15.200,2018-05-04.22:45:33,1,31999440,125231180,36028162,141283644,2495,0,97111032,33158126,4003397,2,1,-1,-1,-1
at.5_005,favoid,-1,16,ltl3dra,-1,OK,78.660,2018-05-04.22:46:55,31999440,31999440,231510358,90972317,90972317,0,0,0,90972317,16,1,1,31999440,-1,-1
at.5_005,favoid,-1,16,rabinizer3,-1,OK,72.650,2018-05-04.22:48:09,31999440,31999440,231510358,84170689,84170689,0,0,0,84170689,16,1,1,31999440,-1,-1
at.5_006,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-04.22:48:11,0,6,36,32,208,16,0,0,32,32,4,1,0,-1,-1
at.5_006,ufscc,-1,16,tgba,2,OK,0.010,2018-05-04.22:48:12,0,7,42,30,196,14,0,0,30,30,4,1,-1,-1,-1
at.5_007,favoid,-1,16,ltl3tela,-1,OK,34.050,2018-05-04.22:49:10,25898956,79801336,380702596,84058306,406998222,6696,82578507,224915443,81126056,3191128,8,1,0,-1,-1
at.5_007,ufscc,-1,16,tgba,-1,OK,31.990,2018-05-04.22:49:44,25898956,79801336,380702596,82088528,396552801,7592,82277133,222076921,80408697,3200211,8,1,-1,-1,-1
at.5_008,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-04.22:49:47,0,7,42,32,208,16,0,0,32,32,2,1,0,-1,-1
at.5_008,ufscc,-1,16,tgba,2,OK,0.010,2018-05-04.22:49:49,0,7,42,31,202,15,0,0,31,31,3,1,-1,-1,-1
at.5_009,favoid,-1,16,ltl3tela,-1,OK,12.210,2018-05-04.22:50:07,5800589,29018091,113653682,31366572,123408948,1358,20271512,66781575,29575476,2834004,2,1,0,-1,-1
at.5_009,ufscc,-1,16,tgba,-1,OK,12.050,2018-05-04.22:50:21,5800589,29018091,113653682,29647677,116240545,1462,20090902,65342970,29182021,2732037,2,1,-1,-1,-1
at.5_009,favoid,-1,16,ltl3dra,-1,OK,134.530,2018-05-04.22:52:37,60297519,60297519,237423735,164342098,172963821,0,4913905,0,164342098,213,4,1,58926525,-1,-1
at.5_009,favoid,-1,16,rabinizer3,-1,OK,134.200,2018-05-04.22:54:53,60297519,60297519,237423735,162049585,168038983,0,3267129,0,162049585,198,4,1,59719250,-1,-1
at.5_010,favoid,-1,16,ltl3tela,10,OK,0.130,2018-05-04.22:54:55,0,323,1173,356,1385,61,0,12,356,356,9,1,0,-1,-1
at.5_010,ufscc,-1,16,tgba,31,OK,0.080,2018-05-04.22:54:56,0,92,432,127,657,40,0,0,127,127,9,1,-1,-1,-1
at.5_011,ufscc,-1,16,tgba,-1,OK,16.530,2018-05-04.23:01:18,1,31999440,125231180,39674070,155193751,2005,0,100927715,33875797,3719777,1,1,-1,-1,-1
at.5_011,favoid,-1,16,ltl3dra,-1,OK,13.300,2018-05-04.23:01:33,8,31999447,125231222,33756923,132182674,1739,35,95380413,32515423,3944121,3,1,0,-1,-1
at.5_011,favoid,-1,16,rabinizer3,-1,OK,15.870,2018-05-04.23:01:51,2,31999441,125231186,36963372,145350345,2119,5,98535865,33590794,4148221,8,1,0,-1,-1
at.5_012,favoid,-1,16,ltl3tela,10,OK,0.030,2018-05-04.23:01:52,0,33,191,66,405,28,0,0,66,66,4,1,0,-1,-1
at.5_012,ufscc,-1,16,tgba,3,OK,0.030,2018-05-04.23:01:54,0,23,138,59,370,31,0,0,59,59,4,1,-1,-1,-1
at.5_013,favoid,-1,16,ltl3tela,-1,OK,87.740,2018-05-04.23:09:11,26652773,26652773,188229667,69971579,70503093,0,309040,0,69971579,167,1,1,26589687,-1,-1
at.5_013,favoid,-1,16,ltl3dra,-1,OK,140.370,2018-05-04.23:11:34,58652213,58652213,315073723,167770057,168334456,0,332430,0,167770057,169,2,1,58589127,-1,-1
at.5_013,favoid,-1,16,rabinizer3,-1,OK,164.990,2018-05-04.23:14:21,58652213,58652213,315073723,187870609,188486642,0,349557,0,187870609,162,2,1,58589127,-1,-1
at.5_014,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-04.23:14:22,0,7,42,32,208,16,0,0,32,32,9,1,0,-1,-1
at.5_014,ufscc,-1,16,tgba,2,OK,0.010,2018-05-04.23:14:24,0,7,42,32,208,16,0,0,32,32,8,1,-1,-1,-1
at.5_015,favoid,-1,16,ltl3tela,-1,OK,19.980,2018-05-04.23:17:09,1,31999440,244841021,37616284,286951434,3791,0,221752766,33525251,3975898,2,1,0,-1,-1
at.5_015,ufscc,-1,16,tgba,-1,OK,24.960,2018-05-04.23:17:36,1,31999440,244841021,43046970,331445188,4040,0,232256724,35779886,4003878,2,1,-1,-1,-1
at.5_015,favoid,-1,16,ltl3dra,-1,OK,75.740,2018-05-04.23:18:53,31999440,31999440,244841021,82778079,82778079,0,0,0,82778079,16,2,1,31999440,-1,-1
at.5_015,favoid,-1,16,rabinizer3,-1,OK,75.300,2018-05-04.23:20:11,31999440,31999440,244841021,84907001,84907001,0,0,0,84907001,16,2,1,31999440,-1,-1
at.5_016,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-04.23:20:12,0,6,36,29,190,13,0,0,29,29,4,1,0,-1,-1
at.5_016,ufscc,-1,16,tgba,2,OK,0.020,2018-05-04.23:20:14,0,6,36,30,196,14,0,0,30,30,4,1,-1,-1,-1
at.5_017,favoid,-1,16,ltl3tela,-1,OK,21.730,2018-05-04.23:20:46,6269522,50313405,197872398,57296951,225625623,3697,26445491,128787766,52055844,3979219,6,1,0,-1,-1
at.5_017,ufscc,-1,16,tgba,-1,OK,20.340,2018-05-04.23:21:08,6269522,50313405,197872398,53299702,209885605,3689,26439974,124599295,51265203,4100366,6,1,-1,-1,-1
at.5_018,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-04.23:21:31,0,1,6,16,112,16,0,0,16,16,3,1,0,-1,-1
at.5_018,ufscc,-1,16,tgba,1,OK,0.000,2018-05-04.23:21:33,0,1,6,16,112,16,0,0,16,16,3,1,-1,-1,-1
at.5_019,ufscc,-1,16,finless,-1,OK,8.590,2018-05-04.23:36:07,6269521,18313965,66755902,19118439,70072076,1724,20549920,28756426,18567848,805194,4,2,-1,-1,-1
at.5_019,ufscc,-1,16,tgba,-1,OK,11.350,2018-05-04.23:36:39,6269520,18313964,66755896,19307641,70763333,1594,20555525,29022506,18557203,802276,2,1,-1,-1,-1
at.5_019,favoid,-1,16,rabinizer3,-1,OK,119.540,2018-05-04.23:38:41,50313404,50313404,197872392,144246930,144246930,0,0,0,144246930,16,3,1,50313404,-1,-1
at.5_020,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-04.23:38:42,0,7,42,32,208,16,0,0,32,32,3,1,0,-1,-1
at.5_020,ufscc,-1,16,tgba,2,OK,0.010,2018-05-04.23:38:44,0,7,42,32,208,16,0,0,32,32,3,1,-1,-1,-1
at.5_021,ufscc,-1,16,finless,-1,OK,31.750,2018-05-04.23:41:22,2,63998880,384382327,68588245,410839729,5391,19001099,308719054,65329917,4314521,5,2,-1,-1,-1
at.5_021,ufscc,-1,16,tgba,-1,OK,21.970,2018-05-04.23:42:28,13801877,56762713,227400769,59811742,239630587,3297,55179586,119111928,57630246,3788172,5,1,-1,-1,-1
at.5_022,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-04.23:51:52,0,7,42,32,208,16,0,0,32,32,2,1,0,-1,-1
at.5_022,ufscc,-1,16,tgba,2,OK,0.020,2018-05-04.23:51:54,0,7,42,32,208,16,0,0,32,32,2,1,-1,-1,-1
at.5_022,favoid,-1,16,ltl3dra,10,OK,0.010,2018-05-04.23:51:56,0,7,42,32,208,16,0,0,32,32,3,1,0,-1,-1
at.5_022,favoid,-1,16,rabinizer3,10,OK,0.020,2018-05-04.23:51:58,1,7,42,32,128,16,0,0,32,16,3,1,6,-1,-1
at.5_023,favoid,-1,16,ltl3tela,-1,OK,14.950,2018-05-04.23:52:16,2,31999441,125231186,37633445,147583502,1929,5,98960562,33573063,3945986,3,1,0,-1,-1
at.5_023,ufscc,-1,16,tgba,-1,OK,14.440,2018-05-04.23:52:33,2,31999441,125231186,34721858,135837439,1778,5,95610896,32533914,4030263,3,1,-1,-1,-1
at.5_024,ufscc,-1,16,tgba,31,OK,0.140,2018-05-04.23:54:02,0,181,738,223,1092,43,0,1,223,223,4,1,-1,-1,-1
at.5_025,favoid,-1,16,ltl3tela,-1,OK,14.450,2018-05-04.23:54:36,2,31999441,125231186,35061467,137418325,1716,5,96916097,32847225,3968366,11,1,0,-1,-1
at.5_025,ufscc,-1,16,tgba,-1,OK,14.550,2018-05-04.23:54:52,2,31999441,125231186,35023739,137276106,2034,5,96997851,32884711,3962544,8,1,-1,-1,-1
at.5_026,favoid,-1,16,ltl3tela,10,OK,0.050,2018-05-04.23:54:57,0,39,240,74,466,35,0,0,74,74,3,1,0,-1,-1
at.5_026,ufscc,-1,16,tgba,5,OK,0.060,2018-05-04.23:54:58,0,43,269,78,500,26,0,0,78,78,3,1,-1,-1,-1
at.5_026,favoid,-1,16,ltl3dra,10,OK,0.040,2018-05-04.23:55:00,7,24,144,54,71,2,0,0,54,17,2,1,88,-1,-1
at.5_026,favoid,-1,16,rabinizer3,10,OK,0.080,2018-05-04.23:55:02,51,67,402,100,106,1,0,0,100,16,2,1,273,-1,-1
at.5_027,favoid,-1,16,ltl3tela,-1,OK,3.210,2018-05-04.23:55:07,4251350,7641175,26781322,7929667,27971036,1336,13259525,6205817,7743304,216557,20,1,0,-1,-1
at.5_027,ufscc,-1,16,tgba,-1,OK,4.140,2018-05-04.23:55:12,4251350,7641175,26781322,7953221,28098584,1510,13265696,6205945,7735689,217171,20,1,-1,-1,-1
at.5_028,favoid,-1,16,ltl3tela,10,OK,0.110,2018-05-04.23:55:15,11,324,1146,358,1366,65,6,1,358,347,9,1,0,-1,-1
at.5_028,ufscc,-1,16,tgba,16,OK,0.100,2018-05-04.23:55:17,1,319,1204,355,1402,74,0,3,355,354,8,1,-1,-1,-1
at.5_029,favoid,-1,16,ltl3tela,-1,OK,1.860,2018-05-04.23:55:22,1582027,3669874,9119823,3943697,10221302,1056,727700,5063635,3767040,177899,5,1,0,-1,-1
at.5_029,ufscc,-1,16,tgba,-1,OK,5.790,2018-05-04.23:55:30,1582027,3669874,9119823,3990401,10409018,1063,743557,5089555,3787318,178089,5,1,-1,-1,-1
at.5_030,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-04.23:55:33,0,6,36,32,208,16,0,0,32,32,2,1,0,-1,-1
at.5_030,ufscc,-1,16,tgba,2,OK,0.010,2018-05-04.23:55:34,0,6,36,32,208,16,0,0,32,32,2,1,-1,-1,-1
at.5_030,favoid,-1,16,ltl3dra,10,OK,0.020,2018-05-04.23:55:36,0,7,42,32,208,16,0,0,32,32,3,1,0,-1,-1
at.5_030,favoid,-1,16,rabinizer3,10,OK,0.020,2018-05-04.23:55:37,1,7,42,32,128,16,0,0,32,16,3,1,6,-1,-1
at.5_031,favoid,-1,16,ltl3tela,-1,OK,23.040,2018-05-04.23:56:02,11911199,57791196,224385344,62199818,242020439,3757,45067933,126480768,58813131,3912750,8,1,0,-1,-1
at.5_031,ufscc,-1,16,tgba,-1,OK,23.090,2018-05-04.23:56:27,11911199,57791196,224385344,62765652,243933862,4001,45159375,126639897,58957512,4046014,8,1,-1,-1,-1
at.5_032,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.00:01:21,0,1,6,16,112,16,0,0,16,16,4,1,0,-1,-1
at.5_032,ufscc,-1,16,tgba,1,OK,0.010,2018-05-05.00:01:23,0,1,6,16,112,16,0,0,16,16,4,1,-1,-1,-1
at.5_033,favoid,-1,16,ltl3tela,-1,OK,77.220,2018-05-05.00:02:47,31999441,31999441,125231192,93191142,93191289,0,86,0,93191142,32,2,1,31999440,-1,-1
at.5_033,ufscc,-1,16,tgba,-1,OK,15.140,2018-05-05.00:03:04,2,31999441,125231192,37572195,147248400,2274,11,99971831,33361020,4178993,3,1,-1,-1,-1
at.5_033,favoid,-1,16,ltl3dra,-1,OK,82.260,2018-05-05.00:04:30,31999441,31999441,125231192,101287694,101287694,0,0,0,101287694,16,3,1,31999440,-1,-1
at.5_033,favoid,-1,16,rabinizer3,-1,OK,75.260,2018-05-05.00:05:47,31999441,31999441,125231192,88918891,88918891,0,0,0,88918891,16,3,1,31999440,-1,-1
at.5_034,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.00:05:48,0,7,42,32,208,16,0,0,32,32,5,1,0,-1,-1
at.5_034,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.00:05:50,0,7,42,32,208,16,0,0,32,32,7,1,-1,-1,-1
at.5_035,favoid,-1,16,ltl3tela,-1,OK,24.230,2018-05-05.00:06:22,115185,44120339,178858649,57259975,232525422,5480,838576,145847024,48263739,5293997,3,1,0,-1,-1
at.5_035,ufscc,-1,16,tgba,-1,OK,18.320,2018-05-05.00:06:42,115185,44120339,178858649,49077496,199440766,3271,836762,138389628,45103703,5190863,3,1,-1,-1,-1
at.5_035,favoid,-1,16,ltl3dra,-1,OK,141.660,2018-05-05.00:09:05,44049520,44049520,178235427,129889481,131392110,0,803751,0,129889481,161,4,1,43934336,-1,-1
at.5_035,favoid,-1,16,rabinizer3,-1,OK,141.340,2018-05-05.00:11:28,44049520,44049520,178235427,127033690,128097183,0,555554,0,127033690,155,4,1,44027937,-1,-1
at.5_036,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.00:11:33,0,7,42,32,208,16,0,0,32,32,3,1,0,-1,-1
at.5_036,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.00:11:34,0,7,42,32,208,16,0,0,32,32,3,1,-1,-1,-1
at.5_037,favoid,-1,16,ltl3tela,-1,OK,13.990,2018-05-05.00:14:39,4328,32003767,125250212,34277359,134138344,1781,14795,95903197,32542125,3895324,6,1,0,-1,-1
at.5_037,ufscc,-1,16,tgba,-1,OK,14.870,2018-05-05.00:14:57,4328,32003767,125250212,37591279,147342342,2056,14735,100278957,33855663,4009565,6,1,-1,-1,-1
at.5_038,ufscc,-1,16,finless,2,OK,0.010,2018-05-05.00:22:52,0,7,42,32,208,16,0,0,32,32,13,2,-1,-1,-1
at.5_038,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.00:22:58,0,7,42,32,208,16,0,0,32,32,10,1,-1,-1,-1
at.5_039,favoid,-1,16,ltl3tela,-1,OK,34.390,2018-05-05.00:23:55,1,52386665,261955743,74928111,374481280,5105,0,234479875,58494359,6288217,9,1,0,-1,-1
at.5_039,ufscc,-1,16,tgba,-1,OK,36.920,2018-05-05.00:24:34,1,52386665,261955743,79289810,395560002,9266,0,239731699,59407201,6245287,9,1,-1,-1,-1
at.5_040,favoid,-1,16,ltl3tela,10,OK,0.150,2018-05-05.00:30:57,108,228,1112,276,673,1,19,0,276,125,4,1,445,-1,-1
at.5_040,ufscc,-1,16,tgba,35,OK,0.210,2018-05-05.00:30:58,0,644,2171,697,2439,95,0,7,697,697,4,1,-1,-1,-1
at.5_041,ufscc,-1,16,finless,-1,OK,25.630,2018-05-05.00:33:18,31999441,63998880,250462360,70692129,300390364,2401,99366623,98169924,65767238,4181117,7,4,-1,-1,-1
at.5_041,ufscc,-1,16,tgba,-1,OK,14.690,2018-05-05.00:34:02,1,31999440,125231180,35927982,140395438,2140,0,96793330,33190217,3802580,5,1,-1,-1,-1
at.5_042,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.00:35:30,0,7,42,32,208,16,0,0,32,32,6,1,0,-1,-1
at.5_043,favoid,-1,16,ltl3tela,-1,OK,15.380,2018-05-05.00:35:51,4456137,33981884,137608578,37970420,154374364,1557,19183658,89441980,35247575,3703410,2,1,0,-1,-1
at.5_043,ufscc,-1,16,tgba,-1,OK,15.780,2018-05-05.00:36:09,4456137,33981884,137608578,37772858,153142605,1616,19141333,88700326,35279416,3494968,2,1,-1,-1,-1
at.5_043,favoid,-1,16,ltl3dra,-1,OK,147.820,2018-05-05.00:38:38,64631997,64631997,260426534,180123580,193425307,0,7918147,0,180123580,212,4,1,62420365,-1,-1
at.5_043,favoid,-1,16,rabinizer3,-1,OK,149.830,2018-05-05.00:41:10,64631997,64631997,260426534,183915292,195555188,0,6271445,0,183915292,206,4,1,63553900,-1,-1
at.5_044,favoid,-1,16,ltl3tela,10,OK,0.070,2018-05-05.00:41:12,0,81,454,111,650,49,0,0,111,111,5,1,0,-1,-1
at.5_044,ufscc,-1,16,tgba,15,OK,0.060,2018-05-05.00:41:13,0,101,511,130,701,54,0,0,130,130,5,1,-1,-1,-1
at.5_045,favoid,-1,16,ltl3tela,-1,OK,34.860,2018-05-05.00:41:51,7247838,66767648,346560236,78828373,410857306,7135,47557942,249021357,70482750,3876341,9,1,0,-1,-1
at.5_045,ufscc,-1,16,tgba,-1,OK,32.220,2018-05-05.00:42:25,7247838,66767648,346560236,74826055,387220169,5135,47177263,243024790,69139797,3968941,9,1,-1,-1,-1
at.5_046,favoid,-1,16,ltl3tela,10,OK,0.190,2018-05-05.00:42:28,0,661,2343,703,2591,85,0,15,703,703,4,1,0,-1,-1
at.5_046,ufscc,-1,16,tgba,10,OK,0.090,2018-05-05.00:42:30,0,240,906,276,1138,49,0,0,276,276,4,1,-1,-1,-1
at.5_046,favoid,-1,16,ltl3dra,10,OK,0.120,2018-05-05.00:42:32,165,185,1050,218,240,1,0,0,218,20,4,1,625,-1,-1
at.5_046,favoid,-1,16,rabinizer3,10,OK,0.320,2018-05-05.00:42:34,753,769,4202,798,830,1,0,0,798,16,4,1,2577,-1,-1
at.5_047,favoid,-1,16,ltl3tela,-1,OK,15.560,2018-05-05.00:42:51,2,31999441,125231186,37591743,147256839,2491,5,98663178,33651017,3944225,6,1,0,-1,-1
at.5_047,ufscc,-1,16,tgba,-1,OK,14.470,2018-05-05.00:43:07,2,31999441,125231186,35935506,140262773,1763,5,97891384,33179252,3919039,6,1,-1,-1,-1
at.5_048,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.00:43:11,0,1,12,16,208,32,0,0,16,16,5,1,0,-1,-1
at.5_048,ufscc,-1,16,tgba,1,OK,0.010,2018-05-05.00:43:13,0,1,12,16,208,32,0,0,16,16,5,1,-1,-1,-1
at.5_049,favoid,-1,16,ltl3tela,-1,OK,17.950,2018-05-05.00:43:37,1648243,35394521,137656027,43127272,168687303,1877,5654789,103603366,37227683,4019627,5,1,0,-1,-1
at.5_049,ufscc,-1,16,tgba,-1,OK,16.820,2018-05-05.00:43:55,1648243,35394521,137656027,42313635,165534439,1948,5687664,103204026,37166354,4147396,5,1,-1,-1,-1
at.5_050,favoid,-1,16,ltl3tela,10,OK,0.030,2018-05-05.00:44:38,0,7,84,32,568,28,0,0,32,32,5,1,0,-1,-1
at.5_050,ufscc,-1,16,tgba,1,OK,0.010,2018-05-05.00:44:41,0,1,6,16,112,16,0,0,16,16,5,1,-1,-1,-1
at.5_051,favoid,-1,16,ltl3tela,-1,OK,4.680,2018-05-05.00:44:54,5205572,8700962,32856555,9073775,34510663,1691,18121611,6440113,8864172,232419,5,1,0,-1,-1
at.5_051,ufscc,-1,16,tgba,-1,OK,4.370,2018-05-05.00:45:00,5205572,8700962,32856555,9139506,34847660,1718,18122809,6480703,8834738,223471,5,1,-1,-1,-1
at.5_051,favoid,-1,16,ltl3dra,-1,OK,127.060,2018-05-05.00:47:09,39773860,39773860,156484120,115163049,115163049,0,0,0,115163049,16,8,1,39773860,-1,-1
at.5_051,favoid,-1,16,rabinizer3,-1,OK,94.810,2018-05-05.00:48:46,39761722,39761722,156441521,115134146,115134146,0,0,0,115134146,16,6,1,39761722,-1,-1
at.5_052,favoid,-1,16,ltl3tela,10,OK,0.130,2018-05-05.00:48:47,1,249,1069,285,1298,68,0,6,285,284,2,1,0,-1,-1
at.5_052,ufscc,-1,16,tgba,23,OK,0.140,2018-05-05.00:48:49,39,539,1835,577,2070,88,7,2,577,538,2,1,-1,-1,-1
at.5_052,favoid,-1,16,ltl3dra,10,OK,0.230,2018-05-05.00:48:51,455,556,4138,586,895,0,9,1,586,106,2,1,1554,-1,-1
at.5_052,favoid,-1,16,rabinizer3,10,OK,0.190,2018-05-05.00:48:53,190,255,1988,285,454,0,5,1,285,68,2,1,731,-1,-1
at.5_053,ufscc,-1,16,tgba,-1,OK,16.880,2018-05-05.00:53:52,2,31999441,125231186,36479260,143331040,2229,5,97492915,33437261,4035674,4,1,-1,-1,-1
at.5_054,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.00:57:19,1,7,60,33,364,13,0,0,33,32,3,1,0,-1,-1
at.5_054,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.00:57:21,0,7,36,32,202,15,0,0,32,32,4,1,-1,-1,-1
at.5_055,favoid,-1,16,ltl3tela,-1,OK,15.890,2018-05-05.00:57:40,2,32868645,128690149,36858283,144656112,1871,5,99360025,33712035,4023762,10,1,0,-1,-1
at.5_055,ufscc,-1,16,tgba,-1,OK,15.120,2018-05-05.00:57:57,2,32868645,128690149,35626499,139686690,1947,5,98737505,33592311,4103175,10,1,-1,-1,-1
at.5_056,ufscc,-1,16,tgba,16,OK,0.070,2018-05-05.01:02:34,0,92,448,126,668,39,0,0,126,126,4,1,-1,-1,-1
at.5_057,favoid,-1,16,ltl3tela,-1,OK,12.910,2018-05-05.01:02:52,21299676,39102908,149751169,39736879,152320976,2302,75628658,35774470,39297484,598929,6,1,0,-1,-1
at.5_057,ufscc,-1,16,tgba,-1,OK,12.880,2018-05-05.01:03:07,21299676,39102908,149751169,39978747,153254977,2647,75691856,36063776,39364772,604191,6,1,-1,-1,-1
at.5_058,ufscc,-1,16,finless,22,OK,0.110,2018-05-05.01:09:40,50,359,1245,398,1569,87,8,6,398,355,4,2,-1,-1,-1
at.5_058,ufscc,-1,16,tgba,23,OK,0.100,2018-05-05.01:09:49,0,121,560,157,792,53,0,1,157,157,3,1,-1,-1,-1
at.5_059,favoid,-1,16,ltl3tela,-1,OK,17.240,2018-05-05.01:10:18,6443933,33332083,133913234,41315779,167238959,2778,24085753,83463449,35153064,3433212,7,1,0,-1,-1
at.5_059,ufscc,-1,16,tgba,-1,OK,16.410,2018-05-05.01:10:36,6443933,33332083,133913234,39945249,161612393,2100,24113229,82867116,35278865,3306950,7,1,-1,-1,-1
at.5_060,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.01:14:04,0,7,48,28,266,14,0,0,28,28,4,1,0,-1,-1
at.5_060,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.01:14:05,0,6,42,32,304,16,0,0,32,32,4,1,-1,-1,-1
at.5_061,ufscc,-1,16,tgba,-1,OK,15.610,2018-05-05.01:15:53,2,31999441,125231186,36705302,144226567,2282,5,98300111,33555108,4011273,5,1,-1,-1,-1
at.5_062,favoid,-1,16,ltl3tela,10,OK,24.610,2018-05-05.01:20:30,4242173,54444669,210358972,62766381,242625029,3303,13035342,150934872,56622779,3998354,16,1,0,-1,-1
at.5_062,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.01:20:32,0,7,42,30,196,14,0,0,30,30,13,1,-1,-1,-1
at.5_063,favoid,-1,16,ltl3tela,-1,OK,17.450,2018-05-05.01:20:52,1248551,35604212,137584769,43128772,167648468,3849,3324893,105067877,37333511,4057629,4,1,0,-1,-1
at.5_063,ufscc,-1,16,tgba,-1,OK,15.400,2018-05-05.01:21:09,1248551,35604212,137584769,39267159,152003348,3132,3334778,102711128,36814467,3751996,4,1,-1,-1,-1
at.5_063,favoid,-1,16,ltl3dra,-1,OK,89.690,2018-05-05.01:22:41,35604211,35604211,139087780,105091430,105091430,0,0,0,105091430,16,4,1,35604211,-1,-1
at.5_063,favoid,-1,16,rabinizer3,-1,OK,116.300,2018-05-05.01:24:39,35604211,35604211,139087780,106095147,106095147,0,0,0,106095147,16,4,1,35604211,-1,-1
at.5_064,favoid,-1,16,ltl3tela,10,OK,0.180,2018-05-05.01:24:41,2,414,1436,451,1674,79,2,1,451,449,4,1,0,-1,-1
at.5_064,ufscc,-1,16,tgba,20,OK,0.180,2018-05-05.01:24:42,1,292,980,326,1199,52,2,0,326,325,4,1,-1,-1,-1
at.5_065,favoid,-1,16,ltl3tela,-1,OK,30.600,2018-05-05.01:34:01,30713021,62712460,408595069,69301143,484859498,5223,116829860,253709503,64871693,4039521,8,1,0,-1,-1
at.5_065,ufscc,-1,16,tgba,-1,OK,29.760,2018-05-05.01:34:34,30713021,62712460,408595069,67008941,453573925,6002,110863455,248288366,64286968,4041124,8,1,-1,-1,-1
at.5_066,ufscc,-1,16,tgba,9,OK,0.120,2018-05-05.01:36:02,0,150,720,180,1006,50,0,0,180,180,5,1,-1,-1,-1
at.5_067,favoid,-1,16,ltl3tela,-1,OK,20.780,2018-05-05.01:41:10,2,31999441,228428945,38551142,273668925,2823,5,205151076,33506134,4008313,4,1,0,-1,-1
at.5_067,ufscc,-1,16,tgba,-1,OK,19.590,2018-05-05.01:41:31,2,31999441,228428945,39339864,281913316,3244,5,213284931,33873496,3993226,4,1,-1,-1,-1
at.5_068,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.01:48:32,0,1,6,16,112,16,0,0,16,16,2,1,0,-1,-1
