model,alg,rabinpairorder,workers,buchi,ltl,errmsg,time,date,sccs,ustates,utrans,tstates,ttrans,selfloop,claimdead,claimfound,claimsuccess,cumstack,autsize,rabinpairs,ftrans,formula,hoa
at.5_153,favoid,-1,16,rabinizer3,-1,OK,146.920,2018-05-05.05:59:45,62755447,62755447,344324157,173645255,173645255,0,0,0,173645255,16,3,1,62755447,-1,-1
at.5_154,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.05:59:48,0,6,36,32,208,16,0,0,32,32,4,1,0,-1,-1
at.5_154,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.05:59:49,0,6,36,32,208,16,0,0,32,32,4,1,-1,-1,-1
at.5_155,favoid,-1,16,ltl3tela,-1,OK,76.940,2018-05-05.06:01:46,31999441,31999441,250462384,83823405,83823752,0,114,0,83823405,32,4,1,31999440,-1,-1
at.5_155,ufscc,-1,16,tgba,-1,OK,20.650,2018-05-05.06:02:08,2,31999441,250462384,37856978,295508808,3970,23,228078412,33444075,3995521,4,1,-1,-1,-1
at.5_156,favoid,-1,16,ltl3tela,10,OK,0.130,2018-05-05.06:06:32,156,179,1349,210,229,1,0,0,210,23,2,1,637,-1,-1
at.5_156,ufscc,-1,16,tgba,20,OK,0.070,2018-05-05.06:06:34,0,131,768,164,1018,74,0,1,164,164,3,1,-1,-1,-1
at.5_157,favoid,-1,16,ltl3tela,-1,OK,19.690,2018-05-05.06:07:05,7219619,7219619,25193816,22233244,23558610,0,799254,0,22233244,176,1,1,7024226,-1,-1
at.5_157,ufscc,-1,16,tgba,-1,OK,3.100,2018-05-05.06:07:09,4299021,7553878,26805714,7926997,28436572,1456,13717121,5955323,7692451,210400,2,1,-1,-1,-1
at.5_157,favoid,-1,16,ltl3dra,-1,OK,94.720,2018-05-05.06:08:46,39219059,39219059,154320148,119586100,120905572,0,795675,0,119586100,183,2,1,39023666,-1,-1
at.5_157,favoid,-1,16,rabinizer3,-1,OK,115.530,2018-05-05.06:10:43,39219059,39219059,154320148,107154105,108311467,0,717804,0,107154105,178,2,1,39023666,-1,-1
at.5_158,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.06:10:46,0,1,6,16,112,16,0,0,16,16,1,1,0,-1,-1
at.5_158,ufscc,-1,16,tgba,1,OK,0.000,2018-05-05.06:10:48,0,1,6,16,112,16,0,0,16,16,1,1,-1,-1,-1
at.5_158,favoid,-1,16,ltl3dra,10,OK,0.010,2018-05-05.06:10:49,0,1,6,16,112,16,0,0,16,16,2,1,0,-1,-1
at.5_158,favoid,-1,16,rabinizer3,10,OK,0.000,2018-05-05.06:10:51,0,1,6,16,112,16,0,0,16,16,2,1,0,-1,-1
at.5_159,favoid,-1,16,ltl3tela,-1,OK,2.770,2018-05-05.06:10:55,4425195,5974687,28465808,6124296,29623425,2459,19837464,2994519,6067625,31335,3,1,0,-1,-1
at.5_159,ufscc,-1,16,tgba,-1,OK,2.150,2018-05-05.06:10:59,3843429,5231054,16303066,5377483,16921841,1426,9959909,1284407,5316512,31518,4,1,-1,-1,-1
at.5_159,favoid,-1,16,ltl3dra,-1,OK,90.870,2018-05-05.06:12:32,37230494,37230494,146451265,109472783,109472783,0,0,0,109472783,16,8,1,37230494,-1,-1
at.5_159,favoid,-1,16,rabinizer3,-1,OK,118.940,2018-05-05.06:14:33,37230494,37230494,146451265,105915197,105915197,0,0,0,105915197,16,5,1,37230494,-1,-1
at.5_160,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.06:14:34,0,7,42,32,208,16,0,0,32,32,4,1,0,-1,-1
at.5_160,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.06:14:36,0,7,42,29,190,13,0,0,29,29,4,1,-1,-1,-1
at.5_161,favoid,-1,16,ltl3tela,-1,OK,15.520,2018-05-05.06:15:30,2517125,36872786,149548155,38252142,155187789,3228,14102519,99861979,37214386,4117854,5,1,0,-1,-1
at.5_161,ufscc,-1,16,tgba,-1,OK,15.740,2018-05-05.06:15:47,2517125,36872786,149548155,41801543,169778954,3083,14269705,103987965,38261706,3973099,5,1,-1,-1,-1
at.5_162,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.06:19:10,0,7,42,32,208,16,0,0,32,32,3,1,0,-1,-1
at.5_162,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.06:19:11,0,7,42,32,208,16,0,0,32,32,3,1,-1,-1,-1
at.5_163,favoid,-1,16,ltl3tela,-1,OK,15.950,2018-05-05.06:19:33,1,31999440,125231180,36552789,143043258,2369,0,97264192,33292160,4042213,4,1,0,-1,-1
at.5_163,ufscc,-1,16,tgba,-1,OK,16.700,2018-05-05.06:19:52,1,31999440,125231180,38361118,150323478,2405,0,98733663,33650977,3921683,4,1,-1,-1,-1
at.5_163,favoid,-1,16,ltl3dra,-1,OK,86.750,2018-05-05.06:21:20,31999440,31999440,125231180,105840908,105840908,0,0,0,105840908,16,4,1,31999440,-1,-1
at.5_163,favoid,-1,16,rabinizer3,-1,OK,84.120,2018-05-05.06:22:48,31999440,31999440,125231180,103433928,103433928,0,0,0,103433928,16,4,1,31999440,-1,-1
at.5_164,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.06:22:49,0,7,42,32,208,16,0,0,32,32,7,1,0,-1,-1
at.5_164,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.06:22:51,0,6,36,32,208,16,0,0,32,32,7,1,-1,-1,-1
at.5_165,ufscc,-1,16,tgba,-1,OK,14.420,2018-05-05.06:30:13,2,31999441,125231186,36026550,140689250,1950,5,96971598,32859059,4038601,6,1,-1,-1,-1
at.5_166,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.06:30:17,0,7,42,32,208,16,0,0,32,32,3,1,0,-1,-1
at.5_166,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.06:30:21,0,6,36,30,196,14,0,0,30,30,3,1,-1,-1,-1
at.5_167,ufscc,-1,16,tgba,-1,OK,18.710,2018-05-05.06:36:14,1,31999440,221047061,34797388,240957715,3770,0,193515844,32770708,3956126,3,1,-1,-1,-1
at.5_167,favoid,-1,16,rabinizer3,-1,OK,16.640,2018-05-05.06:36:32,1,31999440,125231180,39773346,154720606,2183,0,100840166,34499549,3844751,4,1,0,-1,-1
at.5_168,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.06:36:34,0,7,54,32,400,16,0,0,32,32,4,1,0,-1,-1
at.5_168,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.06:36:35,0,7,54,32,400,16,0,0,32,32,5,1,-1,-1,-1
at.5_169,favoid,-1,16,ltl3tela,-1,OK,14.890,2018-05-05.06:36:53,2,31999441,125231186,36972257,144511427,2092,5,97715799,33228442,4217608,7,1,0,-1,-1
at.5_169,ufscc,-1,16,tgba,-1,OK,16.580,2018-05-05.06:37:12,2,31999441,125231186,39646711,155836370,2062,5,101666897,34807791,3853447,7,1,-1,-1,-1
at.5_170,ufscc,-1,16,finless,2,OK,0.020,2018-05-05.06:40:02,0,6,36,30,196,14,0,0,30,30,7,2,-1,-1,-1
at.5_170,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.06:40:08,0,6,36,32,208,16,0,0,32,32,5,1,-1,-1,-1
at.5_171,favoid,-1,16,ltl3tela,-1,OK,80.200,2018-05-05.06:41:36,31999440,31999440,125231180,96865540,96865540,0,0,0,96865540,16,10,1,31999440,-1,-1
at.5_171,ufscc,-1,16,tgba,-1,OK,14.860,2018-05-05.06:41:53,1,31999440,128943038,34711992,140064476,1678,0,99614912,32608726,4044818,11,1,-1,-1,-1
at.5_172,favoid,-1,16,ltl3tela,10,OK,0.350,2018-05-05.06:45:53,92,1424,4440,1525,4854,176,18,167,1521,1369,11,1,0,-1,-1
at.5_172,ufscc,-1,16,tgba,35,OK,0.190,2018-05-05.06:45:55,6,637,2187,717,2492,121,2,39,716,697,11,1,-1,-1,-1
at.5_173,favoid,-1,16,ltl3tela,-1,OK,17.460,2018-05-05.06:46:16,6215075,30359796,247590399,32125389,262215511,4829,46117406,174765547,30901980,2906439,2,1,0,-1,-1
at.5_173,ufscc,-1,16,tgba,-1,OK,18.270,2018-05-05.06:46:36,6215075,30359796,247590399,35120511,287892927,3931,46276895,179692201,31392653,3074483,2,1,-1,-1,-1
at.5_173,favoid,-1,16,ltl3dra,-1,OK,204.400,2018-05-05.06:50:03,62359236,62359236,375377855,174742968,174742968,0,0,0,174742968,16,3,1,62359236,-1,-1
at.5_173,favoid,-1,16,rabinizer3,-1,OK,195.610,2018-05-05.06:53:22,62359236,62359236,375377855,165472928,165472928,0,0,0,165472928,16,3,1,62359236,-1,-1
at.5_174,favoid,-1,16,ltl3tela,10,OK,0.030,2018-05-05.06:53:25,0,6,42,26,254,8,0,0,26,26,9,1,0,-1,-1
at.5_174,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.06:53:27,0,7,48,32,304,15,0,0,32,32,9,1,-1,-1,-1
at.5_175,favoid,-1,16,ltl3tela,-1,OK,14.590,2018-05-05.07:06:03,1130842,33130281,132204657,34689891,138369872,1681,5872530,94833038,33626311,4057216,3,1,0,-1,-1
at.5_175,ufscc,-1,16,tgba,-1,OK,15.480,2018-05-05.07:06:21,1130842,33130281,132204657,37405791,149245331,2155,5923973,96787629,34197483,3835550,3,1,-1,-1,-1
at.5_176,favoid,-1,16,ltl3tela,10,OK,0.120,2018-05-05.07:10:19,171,311,1171,354,1531,50,167,0,354,175,4,1,0,-1,-1
at.5_176,ufscc,-1,16,tgba,8,OK,0.120,2018-05-05.07:10:22,89,229,946,274,1322,51,50,0,274,175,4,1,-1,-1,-1
at.5_177,favoid,-1,16,ltl3tela,-1,OK,18.910,2018-05-05.07:10:51,3867857,30756007,119143936,45068480,175201474,3173,11517094,87516562,33898154,3283581,3,1,0,-1,-1
at.5_177,ufscc,-1,16,tgba,-1,OK,13.560,2018-05-05.07:11:07,3867857,30756007,119143936,33451655,129757158,2610,11328928,79684619,31434646,3295382,3,1,-1,-1,-1
at.5_177,favoid,-1,16,ltl3dra,-1,OK,196.040,2018-05-05.07:14:26,62755447,62755447,245498277,185115327,185115327,0,0,0,185115327,16,5,1,62755447,-1,-1
at.5_177,favoid,-1,16,rabinizer3,-1,OK,200.930,2018-05-05.07:17:49,62755447,62755447,245498277,181223784,181223784,0,0,0,181223784,16,5,1,62755447,-1,-1
at.5_178,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.07:17:51,0,7,42,32,208,16,0,0,32,32,5,1,0,-1,-1
at.5_178,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.07:17:52,0,7,42,32,208,16,0,0,32,32,5,1,-1,-1,-1
at.5_179,ufscc,-1,16,tgba,-1,OK,14.410,2018-05-05.07:20:18,1,31999440,125231180,34325605,134442821,2298,0,95346050,32514803,3854167,1,1,-1,-1,-1
at.5_179,favoid,-1,16,ltl3dra,-1,OK,15.400,2018-05-05.07:20:35,1,31999440,125231180,36452557,143218195,2049,0,96449438,32901488,4109294,1,1,0,-1,-1
at.5_179,favoid,-1,16,rabinizer3,-1,OK,16.380,2018-05-05.07:20:53,1,31999440,125231180,41705231,163652566,2153,0,102502432,34417025,4067604,1,1,0,-1,-1
at.5_180,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.07:20:55,0,6,36,32,208,16,0,0,32,32,4,1,0,-1,-1
at.5_180,ufscc,-1,16,tgba,2,OK,0.010,2018-05-05.07:20:56,0,7,42,32,208,16,0,0,32,32,4,1,-1,-1,-1
at.5_181,favoid,-1,16,ltl3tela,-1,OK,15.950,2018-05-05.07:21:15,1580111,34475982,135790417,37824114,149359147,2581,6372717,98481497,35435711,3940798,4,1,0,-1,-1
at.5_181,ufscc,-1,16,tgba,-1,OK,15.960,2018-05-05.07:21:33,1580111,34475982,135790417,40168126,158283983,2712,6381802,100575805,36061689,3889342,4,1,-1,-1,-1
at.5_182,ufscc,-1,16,finless,2,OK,0.030,2018-05-05.07:31:20,0,6,48,32,400,32,0,0,32,32,16,4,-1,-1,-1
at.5_182,ufscc,-1,16,tgba,1,OK,0.000,2018-05-05.07:31:26,0,1,6,16,112,16,0,0,16,16,8,1,-1,-1,-1
at.5_183,favoid,-1,16,ltl3tela,-1,OK,77.420,2018-05-05.07:32:47,32885228,32885228,133023219,97077820,107512058,0,5308722,0,97077820,193,2,1,31999440,-1,-1
at.5_183,ufscc,-1,16,tgba,-1,OK,17.410,2018-05-05.07:33:06,885789,32885228,130291847,43043566,169485711,2106,4358563,103126143,36078226,3890890,2,1,-1,-1,-1
at.5_183,favoid,-1,16,ltl3dra,-1,OK,76.980,2018-05-05.07:34:25,32394706,32394706,160505052,93731436,99364388,0,3262824,0,93731436,199,2,1,31508918,-1,-1
at.5_183,favoid,-1,16,rabinizer3,-1,OK,76.730,2018-05-05.07:35:43,32394706,32394706,160505052,90695926,95277891,0,2491278,0,90695926,182,2,1,31973626,-1,-1
at.5_184,ufscc,-1,16,tgba,1,OK,0.000,2018-05-05.07:35:49,0,1,6,16,112,16,0,0,16,16,2,1,-1,-1,-1
at.5_185,favoid,-1,16,ltl3tela,-1,OK,1.440,2018-05-05.07:36:01,1139763,1465971,15872282,1528080,16778757,3293,13019202,1662624,1505735,9946,3,1,0,-1,-1
at.5_185,ufscc,-1,16,tgba,-1,OK,1.460,2018-05-05.07:36:06,1139763,1465971,15872282,1534655,16881335,2885,13051832,1661933,1510613,9773,3,1,-1,-1,-1
at.5_186,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.07:38:02,0,7,42,32,208,16,0,0,32,32,8,1,0,-1,-1
at.5_186,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.07:38:05,0,7,42,32,208,16,0,0,32,32,6,1,-1,-1,-1
at.5_187,favoid,-1,16,ltl3tela,-1,OK,88.290,2018-05-05.07:39:36,31999440,31999440,125231180,106900338,106900338,0,0,0,106900338,16,3,1,31999440,-1,-1
at.5_187,ufscc,-1,16,tgba,-1,OK,16.620,2018-05-05.07:39:55,1,31999440,138537813,37758907,164300632,3090,0,112327194,33625470,4109447,4,1,-1,-1,-1
at.5_188,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.07:39:58,0,6,36,31,202,15,0,0,31,31,6,1,0,-1,-1
at.5_188,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.07:40:01,0,6,36,32,208,16,0,0,32,32,6,1,-1,-1,-1
at.5_189,ufscc,-1,16,finless,-1,OK,19.000,2018-05-05.07:42:54,2536341,33039736,234382594,38007015,270716224,2856,17759024,193382944,34680102,3730100,2,2,-1,-1,-1
at.5_189,ufscc,-1,16,tgba,-1,OK,23.360,2018-05-05.07:44:26,2491915,32995310,230064653,47490343,336857974,5751,13663715,206532139,36610803,3886874,2,1,-1,-1,-1
at.5_190,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.07:49:29,0,1,6,16,112,16,0,0,16,16,3,1,0,-1,-1
at.5_190,ufscc,-1,16,tgba,1,OK,0.010,2018-05-05.07:49:32,0,1,6,16,112,16,0,0,16,16,3,1,-1,-1,-1
at.5_191,favoid,-1,16,ltl3tela,-1,OK,13.900,2018-05-05.07:49:52,2,31999441,125231186,35273860,137712241,1838,5,96632288,32757728,4016267,15,1,0,-1,-1
at.5_191,ufscc,-1,16,tgba,-1,OK,15.050,2018-05-05.07:50:09,2,31999441,125231186,37385251,145952736,2075,5,100206760,33230232,3986868,12,1,-1,-1,-1
at.5_192,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.07:50:13,0,7,42,32,208,16,0,0,32,32,2,1,0,-1,-1
at.5_192,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.07:50:15,0,7,42,32,208,16,0,0,32,32,2,1,-1,-1,-1
at.5_192,favoid,-1,16,ltl3dra,10,OK,0.030,2018-05-05.07:50:17,0,7,42,32,208,16,0,0,32,32,3,1,0,-1,-1
at.5_192,favoid,-1,16,rabinizer3,10,OK,0.020,2018-05-05.07:50:18,1,7,42,28,100,12,0,0,28,16,3,1,6,-1,-1
at.5_193,favoid,-1,16,ltl3tela,-1,OK,17.600,2018-05-05.07:50:39,2,34299113,133968566,43027560,168177483,2153,5,109305351,36605644,4065614,11,1,0,-1,-1
at.5_193,ufscc,-1,16,tgba,-1,OK,15.880,2018-05-05.07:50:57,2,34299113,133968566,38410519,150462793,1947,5,104462486,35379746,3952771,9,1,-1,-1,-1
at.5_194,favoid,-1,16,ltl3tela,10,OK,0.020,2018-05-05.07:52:31,0,6,42,32,304,16,0,0,32,32,2,1,0,-1,-1
at.5_194,ufscc,-1,16,tgba,2,OK,0.020,2018-05-05.07:52:32,0,7,48,31,298,15,0,0,31,31,2,1,-1,-1,-1
at.5_195,favoid,-1,16,ltl3tela,-1,OK,19.410,2018-05-05.07:52:58,1,33967256,133827008,42779169,167771799,1767,0,108507611,37050779,3950741,4,1,0,-1,-1
at.5_195,ufscc,-1,16,tgba,-1,OK,18.650,2018-05-05.07:53:20,1,33967256,133827008,45121943,177862058,2189,0,109146953,36947117,3878561,4,1,-1,-1,-1
at.5_195,favoid,-1,16,ltl3dra,-1,OK,116.640,2018-05-05.07:55:18,33967257,33967257,265242213,93992854,93992854,0,0,0,93992854,16,6,1,33967256,-1,-1
at.5_195,favoid,-1,16,rabinizer3,-1,OK,113.070,2018-05-05.07:57:13,33967256,33967256,265242201,91165641,91165641,0,0,0,91165641,16,4,1,33967256,-1,-1
at.5_196,favoid,-1,16,ltl3tela,10,OK,0.690,2018-05-05.07:57:16,14407,14429,83288,14755,14937,1,72,0,14755,36,3,1,37865,-1,-1
at.5_196,ufscc,-1,16,tgba,39,OK,0.100,2018-05-05.07:57:17,0,166,1060,199,1454,84,0,1,199,199,3,1,-1,-1,-1
at.5_197,ufscc,-1,16,finless,-1,OK,15.900,2018-05-05.08:00:22,2,31999441,125231186,40575547,157697957,1867,5,100906539,34420933,3721323,6,2,-1,-1,-1
at.5_197,ufscc,-1,16,tgba,-1,OK,14.420,2018-05-05.08:00:55,2,31999441,125231186,34999309,137058315,1827,5,96242205,32664952,4049683,4,1,-1,-1,-1
at.5_198,favoid,-1,16,ltl3tela,10,OK,0.010,2018-05-05.08:03:41,0,1,12,16,208,32,0,0,16,16,3,1,0,-1,-1
at.5_198,ufscc,-1,16,tgba,1,OK,0.010,2018-05-05.08:03:42,0,1,12,16,208,32,0,0,16,16,3,1,-1,-1,-1
at.5_199,favoid,-1,16,ltl3tela,-1,OK,2.160,2018-05-05.08:03:50,877815,2055926,10179772,2139516,10885926,1280,1524558,6780576,2084051,154162,5,1,0,-1,-1
at.5_199,ufscc,-1,16,tgba,-1,OK,1.720,2018-05-05.08:03:54,877815,2055926,10179772,2243515,11748112,1360,1586318,6976961,2129849,156307,5,1,-1,-1,-1
bakery.4_000,favoid,-1,16,ltl3tela,10,OK,0.060,2018-05-05.08:07:19,61,155,251,338,671,0,2,1,338,236,8,1,0,-1,-1
bakery.4_000,ufscc,-1,16,tgba,14,OK,0.050,2018-05-05.08:07:20,38,86,138,276,529,0,0,1,276,174,5,1,-1,-1,-1
bakery.4_001,ufscc,-1,16,finless,-1,OK,0.660,2018-05-05.08:07:29,15260,157003,411985,179843,474698,144,31501,243774,167944,23631,6,2,-1,-1,-1
bakery.4_001,ufscc,-1,16,tgba,-1,OK,0.770,2018-05-05.08:07:36,15260,157003,411985,176272,463983,142,30788,238494,163991,24932,5,1,-1,-1,-1
bakery.4_002,favoid,-1,16,ltl3tela,10,OK,0.060,2018-05-05.08:07:47,35,109,214,276,637,0,2,1,276,214,2,1,0,-1,-1
bakery.4_002,ufscc,-1,16,tgba,14,OK,0.040,2018-05-05.08:07:48,55,124,198,311,619,0,2,2,311,208,2,1,-1,-1,-1
bakery.4_002,favoid,-1,16,ltl3dra,10,OK,0.130,2018-05-05.08:07:49,45,151,427,284,628,0,10,1,284,217,3,1,124,-1,-1
bakery.4_002,favoid,-1,16,rabinizer3,10,OK,0.080,2018-05-05.08:07:50,49,159,448,270,594,0,3,1,270,193,3,1,111,-1,-1
bakery.4_003,favoid,-1,16,ltl3tela,10,OK,0.400,2018-05-05.08:07:51,1762,4068,9716,5242,12539,5,2641,239,5226,2481,3,1,0,-1,-1
bakery.4_003,ufscc,-1,16,tgba,148,OK,0.430,2018-05-05.08:07:52,2054,4788,10884,5680,13089,3,2599,380,5669,2776,3,1,-1,-1,-1
bakery.4_003,favoid,-1,16,ltl3dra,10,OK,0.880,2018-05-05.08:07:54,44880,44959,117969,68980,85633,1,12746,0,68980,340,2,1,41162,-1,-1
bakery.4_003,favoid,-1,16,rabinizer3,10,OK,0.820,2018-05-05.08:07:56,44926,44954,118169,68750,85625,1,12855,0,68750,343,2,1,41545,-1,-1
bakery.4_004,favoid,-1,16,ltl3tela,10,OK,0.110,2018-05-05.08:07:58,0,152,383,242,649,0,0,2,242,242,4,1,0,-1,-1
bakery.4_004,ufscc,-1,16,tgba,19,OK,0.070,2018-05-05.08:07:59,0,124,337,207,601,0,0,1,207,207,4,1,-1,-1,-1
bakery.4_005,favoid,-1,16,ltl3tela,-1,OK,0.760,2018-05-05.08:08:04,11953,123231,619602,141012,713935,230,59693,464262,130941,19262,5,1,0,-1,-1
bakery.4_005,ufscc,-1,16,tgba,-1,OK,0.650,2018-05-05.08:08:06,11953,123231,619602,143742,726476,232,58837,465222,130196,20324,5,1,-1,-1,-1
bakery.4_006,ufscc,-1,16,tgba,44,OK,0.080,2018-05-05.08:08:13,0,223,526,306,786,0,0,1,306,306,4,1,-1,-1,-1
bakery.4_007,favoid,-1,16,ltl3tela,-1,OK,0.600,2018-05-05.08:08:21,15260,157003,411988,170405,448361,142,30951,235046,163249,22783,5,1,0,-1,-1
bakery.4_007,ufscc,-1,16,tgba,-1,OK,0.670,2018-05-05.08:08:23,15260,157003,411985,177185,467602,142,31413,240151,165513,23724,5,1,-1,-1,-1
bakery.4_008,favoid,-1,16,ltl3tela,10,OK,0.060,2018-05-05.08:08:31,0,141,396,220,648,0,0,1,220,220,2,1,0,-1,-1
bakery.4_008,ufscc,-1,16,tgba,20,OK,0.070,2018-05-05.08:08:31,0,135,374,221,638,0,0,1,221,221,3,1,-1,-1,-1
bakery.4_009,favoid,-1,16,ltl3tela,-1,OK,0.400,2018-05-05.08:08:36,2301,4187,7633,10481,26452,0,3541,3903,9130,1653,7,1,0,-1,-1
bakery.4_009,ufscc,-1,16,tgba,-1,OK,0.430,2018-05-05.08:08:37,2301,4187,7633,8752,21105,0,2964,3633,8029,1318,7,1,-1,-1,-1
bakery.4_010,ufscc,-1,16,tgba,28,OK,0.080,2018-05-05.08:08:43,124,290,455,646,1159,0,7,7,646,417,1,1,-1,-1,-1
bakery.4_010,favoid,-1,16,rabinizer3,10,OK,0.140,2018-05-05.08:08:44,149,374,1030,721,1403,0,31,13,714,505,3,1,321,-1,-1
bakery.4_011,favoid,-1,16,ltl3tela,-1,OK,0.720,2018-05-05.08:08:46,15260,157003,411988,176200,464645,142,31901,240039,165989,20822,5,1,0,-1,-1
bakery.4_011,ufscc,-1,16,tgba,-1,OK,0.660,2018-05-05.08:08:47,15260,157003,411988,169129,445605,143,30781,234425,162788,22420,5,1,-1,-1,-1
bakery.4_012,favoid,-1,16,ltl3tela,10,OK,0.070,2018-05-05.08:08:56,42,155,336,266,736,0,2,1,266,211,9,1,0,-1,-1
bakery.4_012,ufscc,-1,16,tgba,34,OK,0.690,2018-05-05.08:08:57,16729,153927,402600,161975,423376,144,27382,226617,158027,22330,9,1,-1,-1,-1
bakery.4_013,favoid,-1,16,ltl3tela,-1,OK,0.670,2018-05-05.08:09:07,15260,157003,411985,174487,460212,142,31608,239806,164982,23216,4,1,0,-1,-1
bakery.4_013,ufscc,-1,16,tgba,-1,OK,0.660,2018-05-05.08:09:09,15260,157003,411985,182834,482192,143,31224,243385,166950,24572,4,1,-1,-1,-1
bakery.4_014,favoid,-1,16,ltl3tela,10,OK,0.090,2018-05-05.08:09:24,0,197,499,266,722,0,0,1,266,266,3,1,0,-1,-1
bakery.4_014,ufscc,-1,16,tgba,14,OK,0.060,2018-05-05.08:09:25,0,175,452,259,718,0,0,1,259,259,3,1,-1,-1,-1
bakery.4_015,favoid,-1,16,ltl3tela,-1,OK,0.810,2018-05-05.08:09:34,15260,157003,411985,171343,450795,143,30775,236546,163364,23038,13,1,0,-1,-1
bakery.4_015,ufscc,-1,16,tgba,-1,OK,0.660,2018-05-05.08:09:36,15260,157003,411985,170862,449963,142,31250,236445,162918,24442,13,1,-1,-1,-1
bakery.4_016,favoid,-1,16,ltl3tela,10,OK,0.100,2018-05-05.08:09:44,0,265,601,359,883,0,0,1,359,359,4,1,0,-1,-1
bakery.4_016,ufscc,-1,16,tgba,25,OK,0.060,2018-05-05.08:09:45,0,103,292,175,522,0,0,1,175,175,4,1,-1,-1,-1
bakery.4_017,favoid,-1,16,ltl3tela,-1,OK,0.630,2018-05-05.08:09:56,5904,27095,65259,34845,86544,11,8270,34713,30793,6196,2,1,0,-1,-1
bakery.4_017,ufscc,-1,16,tgba,-1,OK,0.610,2018-05-05.08:09:58,5904,27095,65259,34473,85078,10,8602,34858,31205,6003,2,1,-1,-1,-1
bakery.4_017,favoid,-1,16,ltl3dra,-1,OK,1.170,2018-05-05.08:10:00,182232,182232,478385,584084,584084,0,0,0,584084,16,3,1,182231,-1,-1
bakery.4_017,favoid,-1,16,rabinizer3,-1,OK,1.330,2018-05-05.08:10:03,182232,182232,478385,557411,557411,0,0,0,557411,16,3,1,182231,-1,-1
bakery.4_018,favoid,-1,16,ltl3tela,10,OK,0.060,2018-05-05.08:10:04,40,107,188,267,577,0,1,1,267,194,9,1,0,-1,-1
bakery.4_018,ufscc,-1,16,tgba,14,OK,0.060,2018-05-05.08:10:04,54,159,293,362,786,0,11,2,362,282,8,1,-1,-1,-1
bakery.4_019,favoid,-1,16,ltl3tela,-1,OK,0.380,2018-05-05.08:10:13,3134,3170,6389,8114,18983,0,6480,37,8040,580,4,1,0,-1,-1
bakery.4_019,ufscc,-1,16,tgba,-1,OK,0.410,2018-05-05.08:10:14,3134,3170,6389,7562,17640,0,5870,49,7483,558,4,1,-1,-1,-1
bakery.4_020,favoid,-1,16,ltl3tela,10,OK,0.050,2018-05-05.08:10:29,0,65,193,135,464,0,0,1,135,135,4,1,0,-1,-1
bakery.4_020,ufscc,-1,16,tgba,24,OK,0.060,2018-05-05.08:10:30,0,168,439,241,706,0,0,1,241,241,4,1,-1,-1,-1
bakery.4_021,favoid,-1,16,ltl3tela,-1,OK,0.410,2018-05-05.08:10:36,1938,3706,5274,8506,15912,0,1367,2620,7469,1504,3,1,0,-1,-1
bakery.4_021,ufscc,-1,16,tgba,-1,OK,0.410,2018-05-05.08:10:38,1938,3706,5274,9671,17923,0,1250,2934,8504,1312,3,1,-1,-1,-1
bakery.4_022,favoid,-1,16,ltl3tela,10,OK,0.100,2018-05-05.08:10:52,130,268,883,435,1496,0,272,1,435,273,3,1,0,-1,-1
bakery.4_022,ufscc,-1,16,tgba,51,OK,0.250,2018-05-05.08:10:54,1059,1249,4722,2265,9579,0,4220,5,2265,412,3,1,-1,-1,-1
bakery.4_023,favoid,-1,16,ltl3tela,10,OK,0.780,2018-05-05.08:11:06,45690,45748,129955,65623,119064,1,40888,0,65623,418,4,1,32812,-1,-1
bakery.4_023,ufscc,-1,16,tgba,172,OK,0.430,2018-05-05.08:11:07,2766,4453,9450,5236,11258,5,2766,133,5229,1842,2,1,-1,-1,-1
bakery.4_023,favoid,-1,16,rabinizer3,10,OK,0.930,2018-05-05.08:11:09,35905,36023,96528,45165,62980,1,13750,0,45165,421,2,1,30758,-1,-1
